instance,goal,adm_result,stb_result
exp_acyclic_indvary3_step7_batch_yyy09.pl,r3,no,no
exp_acyclic_indvary3_step7_batch_yyy09.pl,w3,no,no
exp_acyclic_indvary3_step7_batch_yyy09.pl,q2,no,no
exp_acyclic_indvary3_step7_batch_yyy09.pl,t7,no,no
exp_acyclic_indvary3_step7_batch_yyy09.pl,b5,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,c4,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,x3,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,s2,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,f3,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,t7,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,q1,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,y6,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,a2,yes,yes
exp_acyclic_indvary3_step7_batch_yyy10.pl,s7,no,no
exp_acyclic_indvary3_step7_batch_yyy10.pl,b6,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,v7,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,u1,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,t3,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,s2,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,r4,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,r2,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,p1,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,f2,yes,yes
exp_acyclic_indvary3_step8_batch_yyy01.pl,v1,no,no
exp_acyclic_indvary3_step8_batch_yyy01.pl,p3,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,a6,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,q5,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,z1,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,w6,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,p3,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,y2,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,y6,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,q2,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,t2,no,no
exp_acyclic_indvary3_step8_batch_yyy02.pl,z2,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,d5,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,z5,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,p5,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,q4,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,p3,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,f3,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,r1,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,p1,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,z1,no,no
exp_acyclic_indvary3_step8_batch_yyy03.pl,c5,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,t5,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,z5,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,e5,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,c5,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,w1,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,c6,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,r7,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,p1,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,a6,no,no
exp_acyclic_indvary3_step8_batch_yyy04.pl,s4,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,w7,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,d3,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,v5,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,c2,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,r2,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,r3,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,e1,yes,yes
exp_acyclic_indvary3_step8_batch_yyy05.pl,q6,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,a4,no,no
exp_acyclic_indvary3_step8_batch_yyy05.pl,x2,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,a6,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,v2,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,p4,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,y3,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,q7,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,p6,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,t4,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,t5,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,s5,no,no
exp_acyclic_indvary3_step8_batch_yyy06.pl,b4,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,p7,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,v6,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,f5,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,y1,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,w3,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,p6,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,b4,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,t3,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,e2,no,no
exp_acyclic_indvary3_step8_batch_yyy07.pl,r3,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,y4,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,u1,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,x7,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,a4,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,a1,yes,yes
exp_acyclic_indvary3_step8_batch_yyy08.pl,r3,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,z4,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,y3,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,u3,no,no
exp_acyclic_indvary3_step8_batch_yyy08.pl,v4,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,u6,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,a6,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,w5,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,c2,yes,yes
exp_acyclic_indvary3_step8_batch_yyy09.pl,z4,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,t2,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,p2,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,u2,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,z5,no,no
exp_acyclic_indvary3_step8_batch_yyy09.pl,q6,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,b3,yes,yes
exp_acyclic_indvary3_step8_batch_yyy10.pl,p4,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,u1,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,b4,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,t7,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,z3,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,s7,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,d1,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,w6,no,no
exp_acyclic_indvary3_step8_batch_yyy10.pl,f5,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,u6,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,b3,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,v2,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,s5,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,r3,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,f2,yes,yes
exp_cycles_depvary_step10_batch_yyy01.pl,z4,yes,yes
exp_cycles_depvary_step10_batch_yyy01.pl,y3,yes,yes
exp_cycles_depvary_step10_batch_yyy01.pl,c1,no,no
exp_cycles_depvary_step10_batch_yyy01.pl,c6,no,no
exp_cycles_depvary_step10_batch_yyy02.pl,v2,no,no
exp_cycles_depvary_step10_batch_yyy02.pl,d3,yes,yes
exp_cycles_depvary_step10_batch_yyy02.pl,z4,yes,yes
exp_cycles_depvary_step10_batch_yyy02.pl,a3,no,no
exp_cycles_depvary_step10_batch_yyy02.pl,q1,no,no
exp_cycles_depvary_step10_batch_yyy02.pl,u6,no,no
exp_cycles_depvary_step10_batch_yyy02.pl,d5,yes,yes
exp_cycles_depvary_step10_batch_yyy02.pl,w2,yes,yes
exp_cycles_depvary_step10_batch_yyy02.pl,v6,no,no
exp_cycles_depvary_step10_batch_yyy02.pl,f1,yes,yes
exp_cycles_depvary_step10_batch_yyy03.pl,a6,no,no
exp_cycles_depvary_step10_batch_yyy03.pl,p4,no,no
exp_cycles_depvary_step10_batch_yyy03.pl,u1,no,no
exp_cycles_depvary_step10_batch_yyy03.pl,x2,yes,no
exp_cycles_depvary_step10_batch_yyy03.pl,b5,yes,no
exp_cycles_depvary_step10_batch_yyy03.pl,y2,yes,no
exp_cycles_depvary_step10_batch_yyy03.pl,v4,no,no
exp_cycles_depvary_step10_batch_yyy03.pl,r4,no,no
exp_cycles_depvary_step10_batch_yyy03.pl,s7,no,no
exp_cycles_depvary_step10_batch_yyy03.pl,a1,yes,no
exp_cycles_depvary_step10_batch_yyy04.pl,z1,no,no
exp_cycles_depvary_step10_batch_yyy04.pl,r5,yes,yes
exp_cycles_depvary_step10_batch_yyy04.pl,f3,no,no
exp_cycles_depvary_step10_batch_yyy04.pl,u3,no,no
exp_cycles_depvary_step10_batch_yyy04.pl,a3,yes,yes
exp_cycles_depvary_step10_batch_yyy04.pl,r7,no,no
exp_cycles_depvary_step10_batch_yyy04.pl,f2,no,no
exp_cycles_depvary_step10_batch_yyy04.pl,c1,no,no
exp_cycles_depvary_step10_batch_yyy04.pl,t2,yes,yes
exp_cycles_depvary_step10_batch_yyy04.pl,c6,yes,yes
exp_cycles_depvary_step10_batch_yyy05.pl,t5,yes,no
exp_cycles_depvary_step10_batch_yyy05.pl,b2,yes,no
exp_cycles_depvary_step10_batch_yyy05.pl,w5,yes,no
exp_cycles_depvary_step10_batch_yyy05.pl,s2,yes,no
exp_cycles_depvary_step10_batch_yyy05.pl,f5,no,no
exp_cycles_depvary_step10_batch_yyy05.pl,y3,no,no
exp_cycles_depvary_step10_batch_yyy05.pl,t2,no,no
exp_cycles_depvary_step10_batch_yyy05.pl,r1,no,no
exp_cycles_depvary_step10_batch_yyy05.pl,r2,no,no
exp_cycles_depvary_step10_batch_yyy05.pl,u2,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,u5,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,z5,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,w2,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,d3,yes,no
exp_cycles_depvary_step10_batch_yyy06.pl,u3,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,y2,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,s7,no,no
exp_cycles_depvary_step10_batch_yyy06.pl,r3,yes,no
exp_cycles_depvary_step10_batch_yyy06.pl,c2,yes,no
exp_cycles_depvary_step10_batch_yyy06.pl,b1,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,a6,yes,no
exp_cycles_depvary_step10_batch_yyy07.pl,e1,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,u4,yes,no
exp_cycles_depvary_step10_batch_yyy07.pl,c6,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,r4,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,p2,yes,no
exp_cycles_depvary_step10_batch_yyy07.pl,s7,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,p1,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,x4,no,no
exp_cycles_depvary_step10_batch_yyy07.pl,p6,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,c4,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,v5,yes,no
exp_cycles_depvary_step10_batch_yyy08.pl,b4,yes,no
exp_cycles_depvary_step10_batch_yyy08.pl,x2,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,r5,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,v4,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,y1,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,q3,yes,no
exp_cycles_depvary_step10_batch_yyy08.pl,r6,no,no
exp_cycles_depvary_step10_batch_yyy08.pl,e5,no,no
exp_cycles_depvary_step10_batch_yyy09.pl,d5,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,z5,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,x7,no,no
exp_cycles_depvary_step10_batch_yyy09.pl,e4,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,v1,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,x5,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,p2,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,q1,no,no
exp_cycles_depvary_step10_batch_yyy09.pl,s4,yes,yes
exp_cycles_depvary_step10_batch_yyy09.pl,v7,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,w7,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,f1,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,v5,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,w6,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,r1,yes,yes
exp_cycles_depvary_step10_batch_yyy10.pl,s7,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,d1,yes,yes
exp_cycles_depvary_step10_batch_yyy10.pl,f2,yes,yes
exp_cycles_depvary_step10_batch_yyy10.pl,q7,no,no
exp_cycles_depvary_step10_batch_yyy10.pl,y6,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,b3,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,e1,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,a4,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,y3,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,w4,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,a3,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,a1,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,y5,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,x5,no,no
exp_cycles_depvary_step1_batch_yyy01.pl,c6,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,d5,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,s4,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,e5,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,u4,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,t3,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,r5,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,f3,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,y2,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,z6,no,no
exp_cycles_depvary_step1_batch_yyy02.pl,b2,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,c4,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,t6,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,z4,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,w4,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,u3,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,r2,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,v3,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,u2,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,p4,no,no
exp_cycles_depvary_step1_batch_yyy03.pl,x3,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,w7,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,v2,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,u7,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,a4,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,z4,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,p3,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,v4,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,x1,yes,yes
exp_cycles_depvary_step1_batch_yyy04.pl,r2,no,no
exp_cycles_depvary_step1_batch_yyy04.pl,d1,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,u7,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,q5,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,b1,yes,yes
exp_cycles_depvary_step1_batch_yyy05.pl,f5,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,a1,yes,yes
exp_cycles_depvary_step1_batch_yyy05.pl,d1,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,z6,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,b2,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,y3,no,no
exp_cycles_depvary_step1_batch_yyy05.pl,r5,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,u1,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,c2,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,v1,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,r7,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,p1,yes,no
exp_cycles_depvary_step1_batch_yyy06.pl,y5,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,s3,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,c4,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,a6,no,no
exp_cycles_depvary_step1_batch_yyy06.pl,v7,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,w7,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,d4,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,w2,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,w4,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,t2,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,d2,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,y6,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,x4,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,s5,no,no
exp_cycles_depvary_step1_batch_yyy07.pl,t3,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,c4,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,u7,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,t3,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,t6,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,w1,yes,yes
exp_cycles_depvary_step1_batch_yyy08.pl,y5,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,y3,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,e4,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,r2,no,no
exp_cycles_depvary_step1_batch_yyy08.pl,a1,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,y4,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,p4,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,v5,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,t6,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,q4,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,v1,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,f3,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,q7,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,r3,no,no
exp_cycles_depvary_step1_batch_yyy09.pl,u2,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,u5,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,r4,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,a3,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,d1,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,y6,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,a2,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,a6,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,v7,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,z5,no,no
exp_cycles_depvary_step1_batch_yyy10.pl,e1,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,d3,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,t6,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,a4,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,b5,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,c3,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,t5,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,v1,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,p3,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,d1,no,no
exp_cycles_depvary_step2_batch_yyy01.pl,u2,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,u5,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,y4,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,p5,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,b4,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,x7,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,w1,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,r2,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,e2,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,y6,no,no
exp_cycles_depvary_step2_batch_yyy02.pl,w3,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,t4,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,w7,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,d4,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,v6,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,s2,yes,yes
exp_cycles_depvary_step2_batch_yyy03.pl,t2,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,s1,no,no
exp_cycles_depvary_step2_batch_yyy03.pl,a1,yes,yes
exp_cycles_depvary_step2_batch_yyy03.pl,p1,yes,yes
exp_cycles_depvary_step2_batch_yyy03.pl,p6,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,v2,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,t3,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,a4,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,c6,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,d1,yes,yes
exp_cycles_depvary_step2_batch_yyy04.pl,z1,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,a5,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,q3,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,y2,no,no
exp_cycles_depvary_step2_batch_yyy04.pl,x1,yes,yes
exp_cycles_depvary_step2_batch_yyy05.pl,z1,yes,yes
exp_cycles_depvary_step2_batch_yyy05.pl,q4,no,no
exp_cycles_depvary_step2_batch_yyy05.pl,v1,yes,yes
exp_cycles_depvary_step2_batch_yyy05.pl,r4,no,no
exp_cycles_depvary_step2_batch_yyy05.pl,p2,no,no
exp_cycles_depvary_step2_batch_yyy05.pl,a3,no,no
exp_cycles_depvary_step2_batch_yyy05.pl,v3,no,no
exp_cycles_depvary_step2_batch_yyy05.pl,q1,yes,yes
exp_cycles_depvary_step2_batch_yyy05.pl,p5,no,no
exp_cycles_depvary_step2_batch_yyy05.pl,d4,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,t4,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,z5,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,w5,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,x7,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,f3,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,d2,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,f4,no,no
exp_cycles_depvary_step2_batch_yyy06.pl,p1,yes,no
exp_cycles_depvary_step2_batch_yyy06.pl,u1,yes,no
exp_cycles_depvary_step2_batch_yyy06.pl,r6,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,t4,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,v2,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,x3,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,y3,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,z2,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,r4,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,s1,yes,yes
exp_cycles_depvary_step2_batch_yyy07.pl,r7,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,f4,no,no
exp_cycles_depvary_step2_batch_yyy07.pl,a3,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,u6,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,p5,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,d3,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,v5,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,s5,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,w4,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,t7,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,f2,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,z4,no,no
exp_cycles_depvary_step2_batch_yyy08.pl,e4,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,c4,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,z5,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,p7,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,v5,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,b4,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,z1,yes,yes
exp_cycles_depvary_step2_batch_yyy09.pl,u3,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,y2,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,v3,no,no
exp_cycles_depvary_step2_batch_yyy09.pl,u2,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,t4,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,e1,yes,yes
exp_cycles_depvary_step2_batch_yyy10.pl,t3,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,z1,yes,yes
exp_cycles_depvary_step2_batch_yyy10.pl,x7,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,x5,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,s7,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,p1,yes,yes
exp_cycles_depvary_step2_batch_yyy10.pl,y1,no,no
exp_cycles_depvary_step2_batch_yyy10.pl,s1,yes,yes
exp_cycles_depvary_step3_batch_yyy01.pl,z5,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,u7,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,e4,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,b5,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,d2,yes,yes
exp_cycles_depvary_step3_batch_yyy01.pl,v3,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,y6,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,w3,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,u6,no,no
exp_cycles_depvary_step3_batch_yyy01.pl,d5,no,no
exp_cycles_depvary_step3_batch_yyy02.pl,z5,no,no
